"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
		"Lovćen u svitanje"	"Aleksandar Aco"	"Prijić"	1973	"ulje na platnu"	"113,5x78,5"	"NMCG, Kolekcija Umjetnici Jugoslavije Njegošu"		"Geoculture"	"Ovo djelo može biti doživljeno kao sublimacija njegovog odnosa prema slikanju kamenih crnogorskih predjela. U ovoj deceniji praktikuje sasvim drugačiji tretman ploha – od potpune uglačanosti površine neba do valovitih, vijugavih nanosa za pejzaž. Kompozicija je definisana dodatnim slojem zatalasanih linija čiste boje koje nanosi preko bojenih polja, tako da rad asocira na graviru."	"„Jednom sam išao s Petrom Lubardom na Lovćen. Popeli smo se na lovćensku kapu prije izlaska sunca i doživjeli izlazak sunca. Bio je to trenutak kad sam osjetio kako kamen svoju formu  dobija u zavisnosti od svjetlosti, a ne kako se misli – da ima ustaljen oblik...“ (Olga Perović, monografija Aleksandar Aco Prijić, JU Muzeji i galerije Podgorice, 2011, str. 75)"	"Aleksandar Aco Prijić; Cetinje"				
		"Cetinjski manastir"	"Aleksandar Aco"	"Prijić"		"ulje na lesonitu"	"62x96"	"Prijestonica Cetinje/NMCG/ Salon 13. Novembar"		"Geoculture"	"Dominantan je modro plavi kolorit kojim se definiše pejzaž, dok se u pozadini prepoznaje kompleks Cetinjskog manastira, važnog kulturno-istorijskog spomenika, sa pomoćnim prostorima koji su odmah uz njega. "	"Cetinjski manastir podignut u podnožju Orlovog krša, prema nacrtu manastira Santa Maria Dolorosa u Ankoni, a posvećen je rođenju Bogorodice. Podigao ga je Ivan Crnojević, 1484. godine kao mjesto Zetske episkopije. Prilikom turskih napada manastir je 1692. godine srušen do temelja, a obnovio ga je vladika Danilo, ugradivši u novo zdanje kamenje sa prethodnog objekta, uključujući i ploču sa posvetom Ivana Crnojevića.
Bio je spaljen, a obnovio ga je oko 1743. godine crnogorski mitropolit Sava Ivanović. Turci ponovo pustoše manastir 1785. godine, kada Mahmut-paša Bušatlija upada na Cetinje. U vrijeme Petra II Petrovića Njegoša manastir se znatno proširuje. Sadašnji izgled datira iz 1927. godine. U manastiru se nalazi crkva Rođenja Bogorodice u kojoj se nalaze mošti sv. Petra Cetinjskog i riznica."	"Aleksandar Aco Prijić; Cetinje"				
		"Autobuska stanica"	"Gojko"	"Berkuljan"	1950	"ulje na platnu"	"53,5x74"	"NMCG"		"Geoculture"	"Urbani gradski predio poput žanr scene prikazuje osunčani dio ulice postavljen ispred stjenovitih brda u pozadini. Kolorit je intenzivan, topao a potez sveden i razigran. "	"Inspiraciju za djela nalazio je u Cetinju i okolini, a kasnije i na Skadarskom jezeru. Uočljiv je stilski uticaj njegovog prvog profesora - Mila Milunovića. "	"Gojko Berkuljan; Cetinje"				
		"Zetski dom"	"Gojko"	"Berkuljan"	1956	"ulje na platnu"	"60x90"	"NMCG"		"Geoculture"	"U slikarskoj predstavi zadržan je poetski duh i romantizovana atmosfera, dodatno naglašena gradskim okruženjem pod snijegom. Zadržan je realističan prikaz objekta sa uskovitalnošću i dramatičnošću neba i oblaka u pozadini i dominantno pastelnim tonovima."	"Pozorište “Zetski dom” je djelo arhitekte Josipa Sladea Šilovića i jedan je od najatraktivnijih objekata u istorijskom jezgru Cetinja. Građen od 1884. do 1896. godine, zahvaljujući dobrovoljnim prilozima iz svih krajeva Crne Gore i brojnih donatora iz inostranstva. Objekat je jedinstvena neoromanička građevina, sa ulaznim trijemom sa tri luka i terasom nad njim. Unutrašnjost je imala barokne ukrase sa pozlatom, a na tavanici su bile oslikane muze umjetnosti, djelo češkog slikara Františeka Ženišeka, koji je, po odobrenju knjaza Nikole, radio i originalnu pozorišnu zavjesu sa predstavom guslara. Tokom kasnijih rekonstrukcija unutrašnjost objekta je djelimično izmjenjena. U pozorištu se i danas odvija bogata kulturna aktivnost."	"Gojko Berkuljan; Cetinje"				
		"Sveti Stefan"	"Milo"	"Milunović"	1960	"jajčana tempera na kartonu"	"40,5x48,5"	"NMCG"		"Geoculture"	"Još svedenija u pristupu. Izrazito pastelnih tonova kuća na poluostrvu koji skoro da se stapaju sa okruženjem. U prvom planu dominira prilazna staza, proporcionalno veća od ostatka naselja. Rad predstavlja prije skicu, brzu bilješku atmosfere ambijenta koja prostoru svaki put daje drugačiju auru.   "		"Milunović Milo; Sveti Stefan"				
		"Sveti Stefan"	"Milo"	"Milunović"		"jajčana tempera na kartonu"	"30x70"	"NMCG"		"Geoculture"	"Skoro sasvim geometrizovana, sa dominantnim oranž tonovima koji daju snažan utisak svjetlosti. Prikazana iz drugačije perspektive i ne sasvim vjerno."		"Milunović Milo; Sveti Stefan"				
		"Sveti Stefan"	"Milo"	"Milunović"	1963	"ulje na platnu"	"82x39"	"NMCG"		"Geoculture"	"Predstava je sačinjena od bojenih ploha, nastala u poznim godinama kada se sve više usmjerava ka apstrakciji. Paleta je znatno svjetlija i prozračnija."		"Milunović Milo; Sveti Stefan"				
		"Biljarda"	"Miloš"	"Vušković"	1953	"ulje na platnu"	"50x84,5"	"NMCG"		"Geoculture"	"Ova ranija verzija prikazuje Bilijardu kao stamenu, gotovo monumentalnu kompoziciju, sa jasno postavljenim volumenima i precizno definisanim arhitektonskim oblicima. Perspektiva je smirena, gotovo frontalna, a kompozicija strogo centrirana, što doprinosi osjećaju reda i kontemplacije. Paleta je relativno tamna i zemljana – dominiraju tonovi sive, smeđe i tamnozelene – s ujednačenim osvjetljenjem i bez jakih kontrasta. Rad odiše introspektivnošću, ozbiljnošću i tišinom. "	"Bilijarda je predstavljena kao simbol duhovne i kulturne vertikale Crne Gore, prikazana s mjerom poštovanja i uzvišene distance. Nema ljudskih figura – naglasak je na prostoru kao nosiocu pamćenja. Može se tumačiti i kao meditacija o Njegošu, ne kroz narativnu ilustraciju, već kroz tihi dijalog između umjetnika i arhitekture koja nadživljava generacije. Objekat Biljarde danas je muzej posvećen Petru II Petroviću Njegošu, jednoj od naistaknutijih ličnosti crnogorske istorije, vladaru i pjesniku.                                        "	"Miloš Vušković; Cetinje"				
		"Vladika Danilo i Vuk Mićunović"	"Savo"	"Vujović"		"ulje na platnu"	"106x123,5"	"NMCG"		"NMCG"	"Grupa muškaraca odjevena u crnogorske nošnje okupljena oko vatre, smještena na uzvišenje otakle se u pozidini vide Biljarda i crkva na Ćipuru. Centralna figura je vladika Danilo, čije je lice osvjetljeno plamenom vatre, dok su ostale fizionomije tipizirane. Intenzivan kolorit za odjeću usklađen je sa sivo-plavom pozadinom brda i neba obasjanog mjesečinom."	"Na ovoj slici primjetan je geometrizam u tretmanu formi, što je odlikovalo jednu od etapa Vujovićevog stvaralaštva. Kolorit je taman, zagasit, čime se potencira noćna atmosfera."	"Savo Vujović; Cetinje"				
		"Vojvoda Draško priča o Mlecima"	"Savo"	"Vujović"		"ulje na platnu"	"103x121"	"NMCG"		"NMCG"	"Grupa muškaraca okupljena oko vatre na kojoj se vrti ražanj, pogleda usmjerenog ka centralnoj figuri koja pripovjeda. Muškarci u nošnjama, sa brkovima, tipiziranog izgleda. U pozadini se nazire nekoliko ženskih i muških figura definisanih više kao konture. Pejzaž je ispunjen karakterističnim niskim kućama. "	"I ova kompozicija predstavlja ilustraciju stihova iz ""Gorskog vijenca"", jednog od najpoznatijih književnih djela Petra II Petrovića Njegoša. Geometrizovanost forme je primjetna, a kolorit nešto pastelniji. Pejzaž definisan tonskim prelazima."	"Savo Vujović; Cetinje"				
		"Igalo"	"Vojislav"	"Đokić"	1949	"ulje na kartonu"	"37,3x49,3"	"NMCG"		"Geoculture"	"Rad predstavlja mirnu vedutu Igala, naselja između mora i brdovitog zaleđa. Kompozicija je stabilna i uravnotežena — prostor se otvara u širinu, s naseljem koje se prostire uz obalu i mekim linijama prelazi u zeleni pejzaž. More je smireno, u nijansama tirkiza i modre, dok topli tonovi kuća (oker, terakota, svijetlo siva) nose glavnu svjetlosnu vrijednost slike."	"Boja je nanesena gusto, gotovo pastuozno, pa površina slike pulsira svjetlošću. Umjetnik svjesno izbjegava opisne detalje: arhitektura je svedena na ritam volumena i krovova, dok vegetacija postaje plošna, ritmična masa boje. Sve odiše spokojem i osjećajem tihe mediteranske punoće."	"Vojislav Đokić; Herceg Novi"				
		"Sahat kula"	"Bisera"	"Bulić"		"ulje na lesonitu"	"66,5x43,5"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Svedeni prikaz ulice i prostora koji vodi ka Sahat kuli u starom dijelu Podgorice. Kolorit je sivo-zelen."	"Jedan od malobrojnih objekata iz turskog doba sačuvan nakon bombardovanja grada u Drugogm svjetskom ratu. Nalazi se Staroj Varoši. Sagradio je turski vezir Hadži paša Osmanagić 1667. godine.  Dugo vremena je služila za odbranu, a renovirana je 2012. godine. "	"Bisera Bulić; Podgorica"				
		"Sastavci"	"Cvetko"	"Lainović"		"ulje na platnu"	"54,4x73"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Apstraktna kompozicija definisana superponiranjem dvije površine - centralne svjetle i izrazito tamne gornje zone. Na svjetloj površini su poput kontura urezani obrisi mosta, zgrade i forma koja asocira na figuru. Sasvim u prvom planu je plava površina vode."	"Po nekim izvorima u antičkom dobu je na mjestu Skaline postojala karavanska stanica Birziminijum. Zona gdje se nalaze Sastavci i most  bili su jezgro iz kojeg se razvila Podgorica."	"Cvetko Lainović; Podgorica"				
		"Motiv iz Herceg Novog"	"Drago"	"Simonović"		"drvorez"	"22x32,5"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Centralni motiv je crkva Sv. Arhanđela Mihaila predstavljena sa strane apside na kojoj je vidljiv prozor,  sa elementima islamske arhitekture na uglovima. Sa obje strane vidljive su palmine grane što potencira primorsku atmosferu."	"Crkva je građena od  1883. do 1911. godine, po nacrtu Milana Karlovca. 
Ima oblik grčkog krsta, sa svim jednakim stranama. Napravljena je od finih klesanih blokova sa Korčule. Po tipu pripada vizantijskom stilu, sa ukrasnim elementima romano-gotičke i islamske reminiscencije. U crkvi se nalazi ikonostas od bijelog italijanskog mermera, koji je izradio majstor Bilinić iz Splita, a ikone oslikao češki slikar Franjo Ciglar."	"Drago Simonović; Herceg Novi"				
		"Gruda"	"Đorđije Bato "	"Pravilović"		"ulje na platnu"	"73x100"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Koloristički razigrana kompozicija, koja djelimično odstupa od vjernosti prikaza naselja Grude nedaleko od Orlovog krša. Kolorit je topao i intenzivan u širokom rasponu od oker, smeđih, oranž do zelenih i plavih bojenih polja koje se stapaju u jedinstven ansambl. "		"Đorđe Bato Pravilović; Cetinje"				
		"Ulcinj"	"Filip R."	"Vučković"		"ulje na šperploči"	"35x42"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Kompozicija prikazuje obalni prizor u kojem dominira brdo obraslo gustim zelenilom, smješteno preko puta posmatrača i dio uvale sa plažom. Vegetacija je modelovana širokim, ritmičnim potezima koji stvaraju osjećaj gustine i mediteranske bujnosti. U donjoj zoni nazire se obala izvedena suzdržanijim tonovima, dok je naglašeni kontrast između tamnijeg zelenila brda i svjetlijeg neba ključni nosilac atmosfere."		"Filip Vučković; Ulcinj"				
		"Snoviđenja i viđenja Ratkina - nebo nad Budvom"	"Mihail Milo"	"Pavlović"		"akvarel na papiru"	"24x32"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Autor prikazuje Budvu iz neočekivane, gotovo metafizičke perspektive, stavljajući naglasak na dramatično, vizionarsko nebo koje dominira cijelom kompozicijom. Grad i pejzaž svedeni su na minimalne naznake – siluete obale, obrisi tvrđave ili krovova – dok je glavni nosilac atmosfere snažna nebeska masa."	"Motiv Budve čest je na radovima ovog autora, tako da je predstavlja iz različitih vizura, nekada samo kao konturu, a nekada sa jasno prepoznatljivim obrisima grada."	"Milo Pavlović; Budva"				
		"Sveti Stefan"	"Miloš"	"Vušković"		"ulje na platnu"	"61x75"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Preovladavaju hladni plavi tonovi – more, nebo i sjenke formi stapaju se u harmoničnu cjelinu, dok su arhitektura i vegetacija naglašene zagasitim toplim akcentima.
Boje su čiste, ali nenametljive, a kompozicija otvorena i prozračna, što prizoru daje osjećaj širine i mediteranskog mira."	"Atmosfera je tihog, liričnog ambijenta: ostrvo se pojavljuje kao kontemplativni prizor, stabilno i gotovo nepomično, bez narativnih elemenata. Ovo je još jedna od slika sa izrazito plavim tonom i sličnim tretmanom motiva."	"Miloš Vušković; Sveti Stefan"				
		"Sveti Stefan"	"Vuko"	"Radović"		"ulje na kartonu"	"50x53"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Na ovom prikazu  koristi intenzivne, zgusnute boje – crvene, oker, modre i zelene – koje stvaraju vibraciju i osjećaj topline mediteranskog ambijenta. Potez je energičan, širok i pastuozan, čime pejzaž dobija taktilnost i subjektivnu ekspresiju. Umjesto fotografske preciznosti, naglasak je na emotivnom doživljaju prostora: kontrasti svjetlosti i boje, ritam arhitekture ostrva i pokret vode čine da prizor djeluje živ i pulsirajući. "	"U Radovićevom prikazu Svetog Stefana dominira prepoznatljiva silueta poluostrva, oblikovana u njegovom karakterističnom, ekspresivno-kolorističkom maniru. Ono je postavljeno u središtu kompozicije, snažno grafički definisano, dok ga okružuje živopisna površina mora i nebo naglašene atmosfere i dinamike."	"Sveti Stefan; Vuko Radović"				
		"Snoviđenja i viđenja Ratkina - nebo nad Budvom 2"	"Mihail Milo"	"Pavlović"		"akvarel na papiru"	"30x24,5"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Grad samo kao predložak za nastanak uskovitlane predstave dramatike prirode."		"Milo Pavlović; Budva"				
		"Mirna voda"	"Nikola"	"Vujošević"	1993	"ulje na lesonitu"	"61x93"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Rad odražava kontemplativan prikaz pejzaža u kojem dominira izrazito zelena površina vode u prvom planu tretirana mekim, gotovo monohromnim prelazima sa nekoliko stijena koje se izdavajaju kao akcenti. Ostatak komozicije predstavljaju naglašene vertikale brda realizovane u harmoničnom prelazu između oker-ružičastih i plavih tonova."	"Vujoševićev prepoznatljiv, reducirani slikarski izraz stvara osjećaj tišine i unutrašnjeg mira, čineći pejzaž gotovo meditativnim prostorom."	"Nikola Vujošević; Platije"				
		"Platije u odorama lišaja"	"Nikola"	"Vujošević"	2008	"ulje na platnu"	"140x200"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Strme stijene predstavljene su kao vertikalni ritmovi obrasli čupavim nanosima definisanim nijansama zelenih, sivih i žutih tonova koji predstavljaju lišajeve. Kompozicija je gotovo apstraktna, ali i dalje čitljiva kao pejzaž, sa naglaskom na teksturu i finim tonalnim prelazima."	"Dominira osjećaj hladne, tihe monumentalnosti prirode, karakteristične za Vujoševićev zreli period."	"Nikola Vujošević; Platije"				
		"Žega Platijska"	"Nikola"	"Vujošević"	1988	"ulje na glenku"	"51,5x76,5"	"JU Muzeji i galerije Podgorice"		"Geoculture"	"Slika prikazuje kanjon Platija u trenutku snažne ljetnje žege, kroz  karakteristično reduciran i koloristički rafiniran izraz. Strme stijene oblikovane su u širokim, sintetizovanim površinama, u kojima dominiraju topli tonovi okera, zagasite narandžaste i sunčano žute, sa po nekim tamnim akcentom."	"Izrazita svjetlost naglašava surovost pejzaža, dok rijeka u dnu kanjona djeluje kao uzak, hladan akcent. Cjelina odiše intenzitetom topline i atmosferom vibrirajućeg vazduha, čineći pejzaž gotovo taktilnim u svojoj žestini."	"Nikola Vujošević; Platije"				
		"Godinje"	"Petar "	"Lubarda"				"Privatno vlasništvo"					"Petar Lubarda; Godinje"				
		"Iz Herceg Novog"	"Milo"	"Milunović"		"ulje na platnu"	"26x38"	"Privatno vlasništvo"					"Milo Milunović; Herceg Novi"				
		"Predio kod Petrovca"	"Milo"	"Milunović"		"ulje na lesonitu"	"32x45"	"Privatno vlasništvo"					"Milo Milunović; Budva"				
		"Bez naziva"	"Miloš"	"Vušković"		"tempera na papiru"	"27x39"	"Privatno vlasništvo"					"Miloš Vušković; Cetinje"				
		"Motiv sa Cetinja"	"Miloš"	"Vušković"		"tempera na papiru"	"27x39"	"Privatno vlasništvo"					"Miloš Vušković; Cetinje"				
		"Bez naziva"	"Miloš"	"Vušković"	"oko 1965"	"ulje na lesonitu"	"59x46"	"Privatno vlasništvo"					"Miloš Vušković; Perast"				
		"Perast"	"Miloš"	"Vušković"		"tempera na papiru"	"34x49"	"Privatno vlasništvo"					"Miloš Vušković; Perast"				
		"Bez naziva"	"Miloš"	"Vušković"		"ulje na lesonitu"	"45x28"	"Privatno vlasništvo"					"Miloš Vušković; Perast"				
		"Cetinje"	"Miloš"	"Vušković"				"Privatno vlasništvo"					"Miloš Vušković; Cetinje"				
		"Nova džada"	"Miloš "	"Vušković"		"tempera"	"28x40"	"Privatno vlasništvo"					"Miloš Vušković; Cetinje"				
		"Bez naziva"	"Miloš"	"Vušković"		"akvarel na papiru"	"32x47"	"Privatno vlasništvo"					"Miloš Vušković; Herceg Novi"				
		"Bez naziva"	"Miloš"	"Vušković"		"ulje na platnu"	"51x37"	"Privatno vlasništvo"					"Miloš Vušković; Perast"				
		"Budva"	"Miloš"	"Vušković"	1953	"akvarel na papiru"	"40x58"	"Privatno vlasništvo"					"Miloš Vušković; Budva"				
		"Bez naziva"	"Miloš"	"Vušković"		"ulje na lesonitu"	"64x49"	"Privatno vlasništvo"					"Miloš Vušković; Perast"				
		"Bez naziva"	"Miloš"	"Vušković"		"ulje na kartonu"	"65x85"	"Privatno vlasništvo"					"Miloš Vušković; Budva"				
		"Bez naziva"	"Miloš"	"Vušković"		"ulje na platnu"	"89x120"	"Privatno vlasništvo"					"Miloš Vušković"				
		"Crnogorsko primorje"	"Petar "	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
		"More"	"Petar"	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
		"Pejzaž sa crkvom"	"Petar"	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
		"Pogreb"	"Petar"	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
		"Stari Bar"	"Petar"	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
		"Virpazar"	"Petar "	"Lubarda"				"MSU Beograd"		"MSU Beograd"			"Petar Lubarda"				
